수광점ID,학교,지번,종류,교사동/운동장,층,X,Y,Z,근거등급,근거,추정여부,추정항목
본관(4층) 3층-4,여의도초등학교,40-3,교사동 창면,본관(4층),3,194395.286,546995.22,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-4,여의도초등학교,40-3,교사동 창면,본관(4층),4,194395.286,546995.22,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-5,여의도초등학교,40-3,교사동 창면,본관(4층),1,194399.541,546998.544,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-5,여의도초등학교,40-3,교사동 창면,본관(4층),2,194399.541,546998.544,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-5,여의도초등학교,40-3,교사동 창면,본관(4층),3,194399.541,546998.544,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-5,여의도초등학교,40-3,교사동 창면,본관(4층),4,194399.541,546998.544,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-6,여의도초등학교,40-3,교사동 창면,본관(4층),1,194402.378,547000.76,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-6,여의도초등학교,40-3,교사동 창면,본관(4층),2,194402.378,547000.76,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-6,여의도초등학교,40-3,교사동 창면,본관(4층),3,194402.378,547000.76,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-6,여의도초등학교,40-3,교사동 창면,본관(4층),4,194402.378,547000.76,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-7,여의도초등학교,40-3,교사동 창면,본관(4층),1,194406.633,547004.085,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-7,여의도초등학교,40-3,교사동 창면,본관(4층),2,194406.633,547004.085,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-7,여의도초등학교,40-3,교사동 창면,본관(4층),3,194406.633,547004.085,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-7,여의도초등학교,40-3,교사동 창면,본관(4층),4,194406.633,547004.085,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-8,여의도초등학교,40-3,교사동 창면,본관(4층),1,194409.47,547006.301,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-8,여의도초등학교,40-3,교사동 창면,본관(4층),2,194409.47,547006.301,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-8,여의도초등학교,40-3,교사동 창면,본관(4층),3,194409.47,547006.301,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-8,여의도초등학교,40-3,교사동 창면,본관(4층),4,194409.47,547006.301,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-9,여의도초등학교,40-3,교사동 창면,본관(4층),1,194413.725,547009.626,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-9,여의도초등학교,40-3,교사동 창면,본관(4층),2,194413.725,547009.626,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-9,여의도초등학교,40-3,교사동 창면,본관(4층),3,194413.725,547009.626,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-9,여의도초등학교,40-3,교사동 창면,본관(4층),4,194413.725,547009.626,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-10,여의도초등학교,40-3,교사동 창면,본관(4층),1,194416.562,547011.842,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-10,여의도초등학교,40-3,교사동 창면,본관(4층),2,194416.562,547011.842,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-10,여의도초등학교,40-3,교사동 창면,본관(4층),3,194416.562,547011.842,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-10,여의도초등학교,40-3,교사동 창면,본관(4층),4,194416.562,547011.842,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-11,여의도초등학교,40-3,교사동 창면,본관(4층),1,194420.818,547015.167,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-11,여의도초등학교,40-3,교사동 창면,본관(4층),2,194420.818,547015.167,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-11,여의도초등학교,40-3,교사동 창면,본관(4층),3,194420.818,547015.167,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-11,여의도초등학교,40-3,교사동 창면,본관(4층),4,194420.818,547015.167,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-12,여의도초등학교,40-3,교사동 창면,본관(4층),1,194423.654,547017.383,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-12,여의도초등학교,40-3,교사동 창면,본관(4층),2,194423.654,547017.383,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-12,여의도초등학교,40-3,교사동 창면,본관(4층),3,194423.654,547017.383,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-12,여의도초등학교,40-3,교사동 창면,본관(4층),4,194423.654,547017.383,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-13,여의도초등학교,40-3,교사동 창면,본관(4층),1,194427.91,547020.708,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-13,여의도초등학교,40-3,교사동 창면,본관(4층),2,194427.91,547020.708,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-13,여의도초등학교,40-3,교사동 창면,본관(4층),3,194427.91,547020.708,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-13,여의도초등학교,40-3,교사동 창면,본관(4층),4,194427.91,547020.708,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-14,여의도초등학교,40-3,교사동 창면,본관(4층),1,194430.746,547022.924,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-14,여의도초등학교,40-3,교사동 창면,본관(4층),2,194430.746,547022.924,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-14,여의도초등학교,40-3,교사동 창면,본관(4층),3,194430.746,547022.924,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-14,여의도초등학교,40-3,교사동 창면,본관(4층),4,194430.746,547022.924,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-15,여의도초등학교,40-3,교사동 창면,본관(4층),1,194435.002,547026.249,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-15,여의도초등학교,40-3,교사동 창면,본관(4층),2,194435.002,547026.249,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
